"id";"name";"cond";"vat"
"9075525";"(unbekannt)";"0";"0"
"5820907";"Nintendo DS - Bangai-O Spirits";"0";"0"
"5805368";"PSP - Wifi Max |PS3|Wii|NDS|PSP|";"0";"0"
"2084995";"Wii - Wii-Fit PLUS (NEU & OVP)";"0";"0"
"9075318";"Wii - Konsole #weiÃŸ Riesiges Set mit viel ZubehÃ¶r 1 (gebraucht)";"1";"2"
"1002687";"GameBoy Advance/DS - Rechargeable Battery Pack mit Netzteil (mit OVP) (gebraucht)";"1";"2"
"2085104";NULL;"0";"0"
"9029660";"SNES - Paper Boy 2 (Modul) (gebraucht) ";"1";"2"
"2088128";"PC - Hearts - Royal Club (NEU & OVP) (Vorbestellung: Erscheint am 01.10.12)";"0";"0"
"9070944";"Playstation 2 - This is Football 2004 (NEU & OVP)";"0";"2"
"9002587";"Playstation 2 - 128 MB Memory Card (NEU & OVP)";"0";"2"
"5829160";"Playstation 2 - Eaxus Singstar 5in1 Adapter (NEU & OVP)";"0";"2"
"9070021";"Nintendo 3DS - Rabbids 3D (gebraucht)";"1";"2"
"9073910";"SNES - Nintendo RGB Scart Kabel groÃŸer Stecker [verschiedene Hersteller] (gebraucht)  ";"1";"0"
"9051237";"Mega Drive - Controller Competition Pro 3 Button (gebraucht)";"1";"2"
"5805772";"NES - Soccer (Modul) (PAL-B) (gebraucht)";"1";"2"
"9007790";"GameBoy Advance/DS - Killer Pool 3D (Modul) (gebraucht)";"1";"2"
"5822146";"PC - Test Drive Unlimited";"0";"0"
"9071900";"Wii - Scarface: The World is Yours (mit OVP) (gebraucht) USK18#1";"1";"2"
"2084052";"Xbox 360 - Hitman Absolution (UK-Import) (NEU & OVP) USK18 (Vorbestellung: Erscheint am 20.11.12)";"0";"0"
"2087303";"PS3 - Lego Herr der Ringe (NEU & OVP) USK18 (Vorbestellung: Erscheint am 26.10.12)";"0";"0"
"9053860";"GameBoy Advance/DS - 3 in 1 - SpongeBob Supersponge / Rugrats - I got Party / Tak: Power of Juju (Modul) (gebraucht)";"0";"2"
"9042845";"N64 - Top Gear Overdrive (mit OVP) (gebraucht)";"1";"2"
"2080432";"DVD - Perrine Komplette Serie (NEU & OVP) (Vorbestellung: Erscheint am 19.03.12)";"0";"0"
"5826914";"Xbox 360 - Original Controller #weiÃŸ";"0";"0"
"4555601";"GameBoy - Disney's Hercules (Modul mit Anl.) (gebraucht)";"1";"2"
"5829885";"MP-61 Cordless 6W Soldering Iron";"0";"0"
"5828528";"PS3 - Lair (NEU & OVP)";"0";"0"
"5799599";"Playstation 1 - The Sword of Camelot (mit OVP) (gebraucht)";"1";"2"
"1000120";"N64 - Excitebike 64 (mit OVP) (gebraucht)";"1";"2"
"9007817";"GameBoy Advance/DS - Mega Man - Battle Network 5 Team Protoman (Modul) (gebraucht)";"1";"2"
"2079963";"Blu-Ray - What a man (NEU & OVP) (Vorbestellung: Erscheint am 09.03.12)";"0";"0"
"9073397";"Playstation 2 - World Championship Poker (nur CD) (gebraucht)";"1";"2"
"9040940";"Wii - Memory Card 64MB (1019 Block) nur fÃ¼r Game Cube Spiele";"0";"0"
"2078675";"DVD - Footloose (DVD) 2011 Min: DD5.1WS (Vorbestellung: Erscheint am 23.02.2012)";"0";"0"
"9046848";"Playstation 1 - Ein KÃ¶nigreich fÃ¼r ein Lama / The Emperor's New Groove (mit OVP) (gebraucht)";"1";"2"
"9041151";"Nintendo DS - DS Pack  Deluxe 15  whitei";"0";"0"
"5822566";"PS3 - HAZE (NEU & OVP) USK18";"0";"0"
"2081055";"DVD - KindermÃ¶rder, Der (NEU & OVP) USK18 (Vorbestellung: Erscheint am 26.04.12)";"0";"0"
"9051360";"Sinclair ZX Spectrum - Xenon (gebraucht)";"1";"2"
"2086607";NULL;"0";"0"
"5810919";"GameCube/Wii - Winnie Puuh - Kunterbunte Abenteuer (Disney) (mit OVP) (gebraucht)";"1";"2"
"2084670";"PC - Far Cry (NEU & OVP) USK18";"0";"0"
"9058455";"Playstation 2 - RTL Biathlon 2009 (mit OVP) (gebraucht)";"1";"2"
"7895";"NES - Astyanax (Modul) (US-Import) (gebraucht)";"1";"2"
"9029699";"Specials - Pokemon Tin Deck Box - 17 - Raikou  9er Box";"0";"0"
"1003156";"SNES - Bill Laimbeers Combat Basketball (Modul) (US-Import) (gebraucht)";"1";"2"
"2079895";"DVD - Thing, The -2011- Min: 99DD5.1WS [Remake] (NEU & OVP) (Vorbestellung: Erscheint am 22.03.12)";"0";"0"
"9052650";"Nintendo DS - Scribblenauts (gebraucht)";"1";"2"
"9052852";"GameCube - Konsole lila + Donkey Konga + 2 Bongo Controller + Controller (gebraucht)";"1";"2"
"5829344";"Nintendo DS - Extras Pack for DS Lite (NEU & OVP)";"0";"0"
"4730539";"Playstation 2 - Genji (nur CD) (gebraucht)";"1";"2"
"4200262";"Game Gear - Heavyweight Champ (Modul) (gebraucht)";"1";"2"
"9000052";"Playstation 2 - Wireless Controller (schwarz) (NEU & OVP)";"0";"2"
"5000342";"Dreamcast - Sega Extreme Sports (NEU & OVP)";"0";"2"
"9043445";"Playstation 2 - Controller Wireless RF Analog 2.4GHz farblich sortiert (NEU & OVP)";"0";"2"
"2087810";"PC - Coffee Rush Trilogie (NEU & OVP)";"0";"0"
"2085925";"PC - Geheime FÃ¤lle: BEST OF Vol. 3 Wimmelbild (NEU & OVP)";"0";"0"
"2085329";"HÃ¶rbuch - HB Percy Jackson: Diebe im Olymp Rick Riordan (NEU & OVP)";"0";"0"
"9030168";"GameCube - RGB Scart Kabel, auch fÃ¼r Nintendo 64 und SNES (verschiedene Hersteller) (gebraucht)";"1";"2"
"2079952";"Nintendo DS - Shin Megami Tensei DS Devil Survivor2 US (NEU & OVP) USK18";"0";"0"
"9067562";"GameBoy - Dropzone (Modul) (gebraucht)";"1";"2"
"9065488";"GameBoy Color - Silly Go Lucky! (mit OVP) (JAP-Import) (gebraucht) NEUWERTIG";"1";"2"
"5806739";"Mega Drive - NFL Football '94: starring Joe Montana (mit OVP) (US-Import) (gebraucht)";"1";"2"
"5825741";"Nintendo DS - Bella Sara";"0";"0"
"9057326";"Playstation 2 - Beyond Good & Evil (mit OVP) (gebraucht)";"1";"2"
"9052715";"PS3 - God of War 3 (mit OVP) (gebraucht) USK18";"1";"2"
"4000856";"Playstation 2 - James Bond 007 - LiebesgrÃ¼ÃŸe aus Moskau (nur CD) (gebraucht)";"1";"2"
"5809491";"Master System - Der KÃ¶nig der LÃ¶wen (mit OVP) (gebraucht)";"1";"2"
"9005886";"GameBoy - Printer (gebraucht)";"1";"2"
"9031636";"PS3 - Royds Arcade Stick EX (gebraucht)";"1";"0"
"1000867";"GameBoy Color - Konsole #clear-blue ANA Air-Line Special Edition (sehr guter Zustand) (JAP-Import) (gebraucht)";"1";"2"
"9029798";"PC - Football Manager 2010 & MAC USK18#1";"0";"0"
"9003541";"PS3 - Major League Baseball 2K7 + free MLB.tv 14-day Trial";"0";"0"
"2084314";"PC - Pro Train Perfect 2 Addon 14 Halle - Leipzig (NEU & OVP) (Vorbestellung: Erscheint am 25.10.12)";"0";"0"
"4166856";"Mega Drive - Teenage Mutant Ninja Turtles: Tournament Fighters (Modul) (US-Import) (gebraucht)";"1";"2"
"9047671";"Playstation 1 - Memory Card 16MB [verschiedene Hersteller] (gebraucht)";"1";"2"
"9052864";"N64 - Console + Pokemon Stadium 1 + Pokemon Snap + 2 Controller (used)";"1";"2"
"9055521";"Wii - Wii Fit + Balance Board (inkl. Waage) #schwarz (NEU & OVP)";"0";"0"
"9050196";"Playstation 1 - Sports Car GT (mit OVP) (gebraucht)";"1";"2"
"5815526";"GameCube/Wii - Tom Clancy's Ghost Recon (mit OVP) (gebraucht)";"1";"2"
"9064662";NULL;"0";"0"
"9002791";"Xbox 360 - Original Memory Unit 8X (512MB) inkl. Worms Game (NEU & OVP)";"0";"0"
"9055297";"PS3 - Killzone 2 (Steelbook Edition) USK18";"0";"2"
"4200359";"Intellivision - Snafu (nur Modul) (gebraucht)";"1";"2"
"9073531";"GameBoy Advance/DS - Soccer Kid (nur Modul) (gebraucht) ";"1";"2"
"9073541";"GameBoy Color - 102 Dalmatiner Puppies to the Rescue (nur Modul) (gebraucht)";"1";"2"
"9068769";"GameBoy Color - Action Replay (nur Modul) (gebraucht)";"1";"2"
"5799228";"Playstation 1 - GTA 2 - Grand Theft Auto 2 (mit OVP) (gebraucht)";"1";"2"
"2081946";"PSVita - Shinobido 2 PSV Revenge of Zen (NEU & OVP)";"0";"0"
"5820534";"GameBoy Color - Radio gemischt [BigBen] (NEU & OVP)";"0";"0"
"9060320";"Xbox 360 - Soul Calibur IV (mit OVP) (gebraucht)";"1";"2"
"5830972";"PC - City Life";"0";"0"
"5804719";"GameBoy Advance - Stereo Amplifier -pink- (NEU & OVP)";"0";"0"
"9042166";"Dreamcast - Konsole + Virtua Tennis 1 + Controller + ZubehÃ¶r (gebraucht)";"1";"2"
"5802970";"N64 - Body Harvest (boxed) (used)";"1";"2"
"5799332";"Playstation 1 - Swagman (mit OVP) (gebraucht)";"1";"2"
"2083783";"Merchandise - T-Shirt Battlefield 3 Logo S black (NEU & OVP)";"0";"0"
"9022942";"PC - Treasure Island 2";"0";"0"
"9007157";"GameBoy Advance/DS - Metroid Fusion (Modul) (gebraucht)";"1";"2"
"9029004";"N64 - NBA Live 99 (Modul) (gebraucht)";"1";"2"
"2083388";"PC - Freundin: Ghost Mysteries A true Ghost Story (NEU & OVP)";"0";"0"
"10167";"Master System - Shanghai (mit OVP) (gebraucht)";"1";"2"
"2082598";"Wii - Country Dance (NEU & OVP)";"0";"0"
"5820932";"Nintendo DS - Asterix Brain Trainer  Dual Screen";"0";"0"
"2087498";NULL;"0";"0"
"9040376";"Nintendo DS - DS-X Pack Starter silber  Logic3";"0";"0"
"9051615";"Philips Videopac - #11 Cosmic Conflict (mit OVP) (gebraucht)";"1";"2"
"9053463";"Saturn - Sonic 3D Blast (mit OVP) (US-Import) (gebraucht)";"1";"2"
"9066874";NULL;"0";"0"
"5803031";;"1";"2"
"9001620";"Playstation 2 - Solid Black Controller (schwarz) (NEU & OVP)";"0";"2"
"5000380";"Nintendo DS - KFZ Power Adapter 12V fÃ¼r NDS / NDS Lite & Gameboy SP (NEU & OVP)";"0";"2"
"5814774";"Xbox 360 - Chromehounds (mit OVP) (gebraucht)";"1";"2"
"1001991";"Xbox - Red Faction 2 [auch fÃ¼r Xbox 360] (nur CD) (gebraucht) USK18#1";"1";"2"
"2081043";"Blu-Ray - Gestiefelte Kater, Der 2011 (NEU & OVP) (Vorbestellung: Erscheint am 26.04.12)";"0";"0"
"9060743";"Mega Drive - Hook (mit OVP) (gebraucht)";"1";"2"
"9033697";"PS3 - Dead to Rights: Retribution ";"0";"0"
"9062769";"SNES - Ogre Battle (NEU & OVP)";"0";"0"
"9075121";"(unbekannt)";"0";"0"
"9027435";"PC - Warhammer 40.000 Dawn of War: Winter Assault ";"0";"0"
"9005892";"GameBoy Color - X-Men - Mutant Academy (Modul) (gebraucht)";"1";"2"
"9008181";"GameBoy Advance/DS - Final Fantasy V Advance (Modul) (gebraucht)";"1";"0"
"5812092";"PSP - PlayGear Mod KopfhÃ¶rer [Logitech] (NEU & OVP)";"0";"0"
"9033448";"Nintendo DS - Major League Baseball 2K8 Fantasy All-Stars ";"0";"0"
"2082801";"PC - Dragon Age Origins (NEU & OVP) USK18";"0";"0"
"9049659";"Playstation 1 - Asterix: Mega Madness (mit OVP) (gebraucht)";"1";"2"
"9052683";"Xbox 360 - Konsole 20 GB (inkl. Netzteil) (ohne Controller) (gebraucht) BUNDLEARTIKEL";"1";"2"
"9054550";"Dreamcast - Dino Crisis (nur CD) (gebraucht)";"1";"2"
"5825625";"GameBoy - Hyper Lode Runner - The Labyrinth of Doom (NEU & OVP)";"0";"0"
"9000423";"Nintendo DS - NDS Lite - Modding Skin [Crazy Cat] NDSL (NEU & OVP)";"0";"0"
"9031070";"SNES - Twinbee - Rainbow Bell Adventure (mit OVP) (JAP-Import) (gebraucht)";"1";"2"
"2080186";"Nintendo DS - Monster High PROMOPACK (NEU & OVP)";"0";"0"
"5812946";"PC - Condemned";"0";"0"
"9025392";"PSP - Daxter (NEU & OVP)";"0";"0"
"9031286";"GameBoy - Chessmaster (Modul) (gebraucht)";"1";"2"
"9060440";"Xbox - Battle Engine Aquila [auch fÃ¼r Xbox 360] (mit OVP) (gebraucht)";"1";"2"
"9062270";"NES - RBI Baseball (NEU & OVP)";"0";"0"
"9074792";"PC - Sam & Max Season One (CD mit Anl.) (gebraucht)";"1";"2"
"5826527";"PC - Napoleons Campaigns";"0";"0"
"2083343";"Merchandise - Pokemon Cards BW 02 Themendeck 8-er Display 8 Pack (Themendeck) deutsch Aufstreben der MÃ¤chtigen (NEU & O";"0";"0"
"9054407";"Saturn - Virtua Gun [Sega] (mit OVP) (gebraucht)";"1";"2"
"9054948";"NES - Tiny Toon Adventures 2: Trouble in Wacky Land (Modul mit Anl.) (PAL-B) (gebraucht)";"1";"2"
"9031262";"SNES - NBA Live '97 (mit OVP) (gebraucht)";"1";"2"
"5815640";"Xbox 360 - Ladekabel fÃ¼r Wireless Controller (NEU & BULK)";"0";"2"
"1002624";"GameBoy Color - Armorines in Project Swarm (NEU & OVP)";"0";"0"
"2059889";"Wii - Bibi Blocksberg Hexenbesenrennen (NEU & OVP)";"0";"0"
"9072829";"Playstation 2 - Tiger Woods PGA Tour 3er Pack 6 (mit OVP) (gebraucht)";"1";"2"
"9047132";"PS3 - SW Force Unleashed 2 CE US Star Wars";"0";"0"
"5000375";"N64 - VerlÃ¤ngerung Joypad 2m (NEU & OVP)";"0";"2"
"2086923";NULL;"0";"0"
"9005236";"N64 - Controller / Pad #grau [Retro64]  (NEU & OVP) ";"0";"0"
"9041898";"Atari 2600 - Konsole CX 2600 A - Darth Vader (inkl. 2 Controller & ZubehÃ¶r) (gebraucht)";"1";"2"
"1001682";"Nintendo DS - Challenge Me: Maths Workout (mit OVP) (gebraucht)";"1";"2"
"9049373";"Playstation 1 - GP Challenge (mit OVP) (gebraucht)";"1";"2"
"9075123";"(unbekannt)";"0";"0"
"9049482";"Playstation 1 - Ace Combat 2 (mit OVP) (gebraucht)";"1";"2"
"9070909";"GameBoy Color - Pokemon - Silberne Edition (Deutsche Version) (mit OVP) (gebraucht) NEUWERTIG";"1";"2"
"9060434";"Xbox - Urbz Sims in the City [auch fÃ¼r Xbox 360] (mit OVP) (gebraucht)";"1";"2"
"2081955";"PSP - Go! Sudoku Platinum (NEU & OVP)";"0";"0"
"2059729";"PC - Junior Trainz (NEU & OVP)";"0";"0"
"4000249";"N64 - Original Nintendo 64 Spiele Store Box (gebraucht)";"1";"2"
"9050962";"GameBoy - Original KopfhÃ¶rer (NEU & BULK)";"0";"2"
"2035877";"PS3 - PS3 Kamera Eye Create Original (NEU & OVP)";"0";"0"
"9073340";"SNES - F-Zero (Modul mit Anleitung) (gebraucht)";"0";"0"
"2083096";"Wii - Zumba Fitness 2 (NEU & OVP)";"0";"0"
"5817264";"Nintendo DS - Crystal Case fÃ¼r NDS Lite (blau) (NEU & OVP)";"0";"0"
"5825402";"GameBoy Color - Track & Field Summer Games (NEU & OVP)";"0";"0"
"9006274";"GameBoy Color - Denki Blocks (Modul) (gebraucht)";"1";"2"
"9050202";"Playstation 1 - NBA Live 96 (mit OVP) (gebraucht)";"1";"2"
"9007304";"GameBoy Advance/DS - Tom & Jerry - The Infurnal Escape (Modul) (gebraucht)";"1";"2"
"9001757";"PS3 - Quake Wars Enemy Territory ";"0";"0"
"5823220";"PS3 - Rainbow Six Vegas USK18";"0";"0"
"9032193";"Nintendo DS - My Stop Smoking Coach with Allen Carr ";"0";"0"
"5811205";"GameCube/Wii - NBA Live 06 (mit OVP) (gebraucht)";"1";"2"
"4000312";"Master System - Impossible Mission (mit OVP) (gebraucht)";"1";"2"
"9060122";"Xbox 360 - Forza Motorsport 3 Limited Collector's Edition (mit OVP) (gebraucht)";"1";"2"
"9058021";"Playstation 2 - King of Fighters Maximum Impact 2 (mit OVP) (gebraucht)";"1";"2"
"9001693";"Nintendo DS - DSi - Snakebyte Universal Screen Protector   (NEU & OVP)";"0";"0"
"9037534";"GameBoy Color - Gifty (Modul) (gebraucht)";"1";"2"
"2085046";"PC - PROXMA Super DVD Creator (NEU & OVP)";"0";"0"
"9050410";"Atari 2600 - Computek Turbo Joystick (gebraucht)";"1";"2"
"2070058";"PSP - James Cam. Avatar - Das Spiel ESSEN TIALS (NEU & OVP)";"0";"0"
"9040516";"Nintendo DS - DS-X Schutzfolie  Brooklyn";"0";"0"
"5819701";"PC - Fighter Squadron SIE  ";"0";"0"
"5730223";"3DO - Digital Dreamware (NEU & OVP)";"0";"0"
"4000141";"Master System - Rainbow Islands (Modul) (gebraucht)";"1";"2"
"2080115";"Wii - Last Story Spec. Edition limitiert (NEU & OVP)";"0";"0"
"2074962";"Xbox 360 - Fifa 11 CLASSIC (NEU & OVP)";"0";"0"
"766683";"GameBoy Color - Konsole #NeongrÃ¼n (mit Frontlight) (wie NEU, mit neuem Display) (gebraucht)";"1";"2"
"9034590";;"1";"2"
"9050891";"GameBoy Advance/DS - Findet Nemo - Das Abenteuer geht weiter (mit OVP) (gebraucht)";"1";"2"
"9023231";"PC - Cluefinders Year 6 Adv.";"0";"0"
"5803209";"N64 - Mario Golf (cartridge only) (used)";"1";"2"
"9020591";"PC - East India Company Collection";"0";"0"
"1003437";"Atari 7800 - Sentinel (NEU & OVP)";"0";"0"
"9001584";"Xbox 360 - The Legend of Spyro: Dawn of the Dragon";"0";"0"
"1000692";"GameBoy - Alien Olympics (Modul) (gebraucht)";"1";"2"
"1002481";"Nintendo DS - Stylus Teleskop #rot/silber (gebraucht)";"1";"2"
"5000114";"Saturn - Lenkrad (ohne Pedale) (gebraucht)";"1";"2"
"4810304";"GameBoy Color - Konsole #Green & Gold Neotones Edition (sehr guter Zustand) (mit OVP) (gebraucht)";"1";"2"
"9002698";"PSP - Component + Composite AV Kabel mit USB Anschluss [BlazePro] |PSP-N1000| (NEU & BULK)";"0";"0"
"9069150";"PC - Der Goldene Kompass (CD/DVD Case) (gebraucht)";"1";"2"
"9071236";"Wii - Der Goldene Kompass (mit OVP) (gebraucht)";"1";"0"
"2079635";"DVD - Tatort BOX: Klassiker #2 3DVDs (NEU & OVP) (Vorbestellung: Erscheint am 22.03.12)";"0";"0"
"5806179";"Mega Drive - QuackShot: starring Donald Duck (mit OVP) (gebraucht)";"1";"2"
"9055453";"Playstation 2 - RTL Skispringer 2005 (mit OVP) (gebraucht)";"1";"2"
"9052033";"3DO - John Madden NFL Football (mit OVP) (gebraucht)";"1";"2"
"5802775";"SNES - Sensible Soccer (Modul) (gebraucht) ";"1";"2"
"9053212";"Atari 2600 - Zaxxon (mit weiÃŸem Label) (Modul) (gebraucht)";"1";"2"
"5826221";"PC - Colin McRae 2005";"0";"0"
"9020607";"PC - Die Siedler - Aufstieg eines KÃ¶nigreichs Silver Edition";"0";"0"
"9032212";"Nintendo DS - The Price is Right 2010 Edition ";"0";"0"
"9006684";"GameBoy Advance/DS - Mr. Driller (Modul) (gebraucht)";"1";"0"
"5801666";"Saturn - X-Men: Children of the Atom (mit OVP) (gebraucht)";"1";"2"
"9058387";"Playstation 2 - Psyvariar (mit OVP) (gebraucht)";"1";"2"
"9053881";"GameBoy Advance/DS - Pop Idol (mit OVP) (gebraucht)";"1";"2"
"1003350";"Atari 7800 - Konsole (gebraucht) NEUWERTIG";"1";"2"
"5813578";"PC - Space Empires IV Deluxe MB";"0";"0"
"9054170";"Playstation 2 - Fantastic Four: Rise of the Silver Surfer (mit OVP) (gebraucht)";"1";"2"
"2087130";NULL;"0";"0"
"9049948";"Playstation 1 - Tai Fu: Wrath of the Tiger (mit OVP) (gebraucht)";"1";"2"
"9031290";"GameBoy Color - Game & Watch Gallery 3 / Game Boy Gallery 4 (Modul) (gebraucht)";"1";"2"
"2081707";"PC - TS Pro Train 26 Add On Ulm - Friedrichshafen (NEU & OVP)";"0";"0"
"9053549";"Xbox 360 - Alan Wake (gebraucht)";"1";"2"
"5819633";"PC - Agassi Tennis Generation  ";"0";"0"
"2084481";"PC - Ankh GOLD (Teil 1 + 2) DVD-Box Ankh Special Edition + Ankh: Herz des Osiris (NEU & OVP)";"0";"0"
"5827931";"Nintendo DS - Recharge Station for NDS (NEU & BULK)";"0";"0"
"1002361";"Sega 32X - Star Wars Arcade (mit OVP) (gebraucht)";"1";"2"
"7747";"NES - Total Recall (Modul) (US-Import) (gebraucht)";"1";"2"
"5810370";"Mega Drive - 3 Controller (Neuware)  ";"0";"0"
"9071372";"Wii - Final Fantasy Crystal Chronicles: The Crystal Bearers (mit OVP) (gebraucht)";"1";"0"
"9056015";"Nintendo DS - Ninja Gaiden - Dragon Sword (gebraucht)";"1";"2"
"9063229";"Mega Drive - Empire of Steel (Modul) (gebraucht)";"1";"2"
"1001955";"Playstation 1 - Jaguar Racing Memory Card 1 MB (NEU & OVP)";"0";"0"
"9060870";"GameCube/Wii - Mario Party 4 (nur CD) (JAP-Import) (gebraucht) [Freeloader benÃ¶tigt] ";"1";"2"
"5821072";"Nintendo DS - Jackass - The Game";"0";"0"
"9023119";"PC - Crazy Chicken Kart 3";"0";"0"
"9070782";"GameBoy Advance SP - Tasche #rot/blau (GBT179) (gebraucht)";"1";"2"
"9075300";"(unbekannt)";"0";"0"
"9041823";"Intellivision - Tron: Deadly Discs (mit OVP) (gebraucht)";"1";"2"
"9051212";"Playstation 1 - 2 in 1 Need for Speed Porsche 2000 & Moto Racer 2 (mit OVP) (gebraucht)";"1";"2"
"5813689";"PC - Tycoon City New York";"0";"0"
"9062939";"Nintendo DS - Konsole DSi #silber (inkl. Netzteil) (wie Neu) (gebraucht)";"1";"2"
"9054595";"Dreamcast - Spirit of Speed 1937 (nur CD) (gebraucht)";"1";"2"
"9026409";"Xbox 360 - Halo Wars";"0";"0"
"9006686";"GameBoy Advance/DS - Bomberman Tournament (Modul) (gebraucht)";"1";"2"
"9005549";"GameBoy - True Lies (Modul) (gebraucht)";"1";"2"
"9065538";"PC - Dark Vengeance (NEU & OVP)";"0";"0"
"9038385";"GameBoy Advance/DS - Uno 52 (Modul) (gebraucht)";"1";"0"
"1001747";"Playstation 2 - Ab durch die Hecke / Over The Hedge (nur CD) (gebraucht)";"1";"2"
"9061737";"PC - FIFA 07 (gebraucht)";"1";"2"
"5813716";"PC - War Times MB";"0";"0"
"5833534";"Nintendo DS - Lite - Tickled Travel Pack #pink [Blaze] (NEU & BULK)";"0";"0"
"9031301";"GameBoy - Rescue of Princess Blobette (Modul) (gebraucht)";"1";"2"
